database,0,0,0,0,0,0,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
81,"EXQ(g01,UU)","exports, EXP.xx",,,gdp,UU,0.366476299,0.583281349,0.432542115,0.643172202,1.046291276,0.875607605,0.820473352,0.983417092,1.165159946,1.435008258,1.788911954,1.719962141,2.304767412,1.282914822,1.634193257,1.866679187,1.677842019,1.457938354,1.304656986,0.747275426,0.593697901,0.732686947,0.75580854,0.727554015,0.698190848
82,"EXQ(g01,NN)","exports, EXP.xx",,,gdp,NN,0.366476299,0.583281349,0.432542115,0.643172202,1.046291276,0.875607605,0.820473352,0.983417092,1.165159946,1.435008258,1.788911954,1.719962141,2.304767412,1.282914822,1.634193257,1.866679187,1.677842019,1.457938354,1.304656986,0.747275426,0.593697901,0.732686947,0.75580854,0.727554015,0.698190848
83,"EXQ(g02,UU)","exports, EXP.xx",,,gdp,UU,6.050519533,7.91825184,9.520280427,8.315330552,11.75248675,10.61692956,11.22357327,11.17828211,12.19134834,12.07954951,12.7568175,12.92745769,12.85124072,10.78403194,12.24354366,12.74276101,12.65385873,12.54038124,12.73033582,12.44589875,11.71473824,12.04008006,11.09753727,10.68267606,10.25153667
84,"EXQ(g02,NN)","exports, EXP.xx",,,gdp,NN,6.050519533,7.91825184,9.520280427,8.315330552,11.75248675,10.61692956,11.22357327,11.17828211,12.19134834,12.07954951,12.7568175,12.92745769,12.85124072,10.78403194,12.24354366,12.74276101,12.65385873,12.54038124,12.73033582,12.44589875,11.71473824,12.04008006,11.09753727,10.68267606,10.25153667
85,EXQT(UU),value of exports at source,,,gdp,UU,6.416995832,8.501533189,9.952822542,8.958502755,12.79877803,11.49253717,12.04404662,12.1616992,13.35650829,13.51455777,14.54572945,14.64741983,15.15600813,12.06694676,13.87773692,14.6094402,14.33170075,13.99831959,14.03499281,13.19317417,12.30843614,12.77276701,11.85334581,11.41023008,10.94972752
86,EXQT(NN),value of exports at source,,,gdp,NN,6.416995832,8.501533189,9.952822542,8.958502755,12.79877803,11.49253717,12.04404662,12.1616992,13.35650829,13.51455777,14.54572945,14.64741983,15.15600813,12.06694676,13.87773692,14.6094402,14.33170075,13.99831959,14.03499281,13.19317417,12.30843614,12.77276701,11.85334581,11.41023008,10.94972752
87,EYGR(UU),expected output growth,,,pct,UU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,EYGR(NN),expected output growth,,,pct,NN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"GCE(g01,UU)",government purchases of goods&serv,,,gdp,UU,2.72E-09,2.67E-09,2.63E-09,2.64E-09,2.63E-09,2.70E-09,2.81E-09,2.83E-09,2.83E-09,2.80E-09,2.80E-09,2.85E-09,2.97E-09,3.08E-09,3.11E-09,2.99E-09,2.86E-09,2.75E-09,2.67E-09,2.63E-09,2.61E-09,2.56E-09,2.58E-09,2.58E-09,2.59E-09
90,"GCE(g01,NN)",government purchases of goods&serv,,,gdp,NN,2.72E-09,2.67E-09,2.63E-09,2.64E-09,2.63E-09,2.70E-09,2.81E-09,2.83E-09,2.83E-09,2.80E-09,2.80E-09,2.85E-09,2.97E-09,3.08E-09,3.11E-09,2.99E-09,2.86E-09,2.75E-09,2.67E-09,2.63E-09,2.61E-09,2.56E-09,2.58E-09,2.58E-09,2.59E-09
91,"GCE(g02,UU)",government purchases of goods&serv,,,gdp,UU,18.53489214,18.19577666,17.92677657,17.9523154,17.90853867,18.37591466,19.11986117,19.29720939,19.25742753,19.04555161,19.08089582,19.39992237,20.24226222,21.00095961,21.15685211,20.35386816,19.48500006,18.75625238,18.16789289,17.90162492,17.75093726,17.45043656,17.56013153,17.53486919,17.6062631
