,ABUY(UU),ABUY(NN),"ASSE(UU,UU)","ASSE(UU,NN)","ASSE(NN,UU)","ASSE(NN,NN)",ASSU(UU),ASSU(NN),BCOL(UU),BCOL(NN),"BCT(g01,UU,UU)","BCT(g01,UU,NN)","BCT(g01,NN,UU)","BCT(g01,NN,NN)","BCT(g02,UU,UU)","BCT(g02,UU,NN)","BCT(g02,NN,UU)","BCT(g02,NN,NN)",BGAS(UU),BGAS(NN),BOIL(UU),BOIL(NN),BOND(UU),BOND(NN),"CAP(a01,UU)","CAP(a01,NN)","CAP(a02,UU)","CAP(a02,NN)",CAPY(UU),CAPY(NN),CAPZ(UU),CAPZ(NN),CNPE(UU),CNPE(NN),CNPK(UU),CNPK(NN),CNPL(UU),CNPL(NN),CNPO(UU),CNPO(NN),"CON(g01,UU)","CON(g01,NN)","CON(g02,UU)","CON(g02,NN)",CONP(UU),CONP(NN),CURN(UU),CURN(NN),CURR(UU),CURR(NN),DEFI(UU),DEFI(NN),DEFN(UU),DEFN(NN),DEFX(UU),DEFX(NN),ECOL(UU),ECOL(NN),EGAS(UU),EGAS(NN),"EN(a01,g01,UU)","EN(a01,g01,NN)","EN(a02,g01,UU)","EN(a02,g01,NN)","ENT(a01,UU)","ENT(a01,NN)","ENT(a02,UU)","ENT(a02,NN)",EOIL(UU),EOIL(NN),EPRC(UU),EPRC(NN),EXCH(UU),EXCH(NN),EXCL(UU),EXCL(NN),EXCR(UU),EXCR(NN),EXCX(UU),EXCX(NN),"EXQ(g01,UU)","EXQ(g01,NN)","EXQ(g02,UU)","EXQ(g02,NN)",EXQT(UU),EXQT(NN),EYGR(UU),EYGR(NN),"GCE(g01,UU)","GCE(g01,NN)","GCE(g02,UU)","GCE(g02,NN)",GCET(UU),GCET(NN),GDPN(UU),GDPN(NN),GDPR(UU),GDPR(NN),GNPR(UU),GNPR(NN),GOVL(UU),GOVL(NN),GOVS(UU),GOVS(NN),GOVT(UU),GOVT(NN),"IIN(g01,UU)","IIN(g01,NN)","IIN(g02,UU)","IIN(g02,NN)",IITE(UU),IITE(NN),IITL(UU),IITL(NN),IITO(UU),IITO(NN),"IMP(g01,UU,UU)","IMP(g01,UU,NN)","IMP(g01,NN,UU)","IMP(g01,NN,NN)","IMP(g02,UU,UU)","IMP(g02,UU,NN)","IMP(g02,NN,UU)","IMP(g02,NN,NN)","IMPX(g01,UU,UU)","IMPX(g01,UU,NN)","IMPX(g01,NN,UU)","IMPX(g01,NN,NN)","IMPX(g02,UU,UU)","IMPX(g02,UU,NN)","IMPX(g02,NN,UU)","IMPX(g02,NN,NN)","IMQ(g01,UU)","IMQ(g01,NN)","IMQ(g02,UU)","IMQ(g02,NN)",IMQT(UU),IMQT(NN),INAS(UU),INAS(NN),INCM(UU),INCM(NN),INFL(UU),INFL(NN),INFP(UU),INFP(NN),INFX(UU),INFX(NN),INPL(UU),INPL(NN),INPN(UU),INPN(NN),"INS(UU,g01)","INS(UU,g02)","INS(NN,g01)","INS(NN,g02)",INTF(UU),INTF(NN),INTL(UU),INTL(NN),INTN(UU),INTN(NN),INTR(UU),INTR(NN),INTX(UU),INTX(NN),"INV(a01,UU)","INV(a01,NN)","INV(a02,UU)","INV(a02,NN)",INVT(UU),INVT(NN),INVY(UU),INVY(NN),INVZ(UU),INVZ(NN),IRAS(UU),IRAS(NN),"JNV(a01,UU)","JNV(a01,NN)","JNV(a02,UU)","JNV(a02,NN)",JNVY(UU),JNVY(NN),JNVZ(UU),JNVZ(NN),"LAB(a01,UU)","LAB(a01,NN)","LAB(a02,UU)","LAB(a02,NN)",LABO(UU),LABO(NN),LABX(UU),LABX(NN),"LAM(a01,UU)","LAM(a01,NN)","LAM(a02,UU)","LAM(a02,NN)",LAMY(UU),LAMY(NN),LAMZ(UU),LAMZ(NN),LGDPN(UU),LGDPN(NN),LGDPP(UU),LGDPP(NN),LGDPR(UU),LGDPR(NN),LGYL(UU),LGYL(NN),LGYX(UU),LGYX(NN),LOGY(UU),LOGY(NN),MONE(UU),MONE(NN),MONL(UU),MONL(NN),MONX(UU),MONX(NN),NB02(UU),NB02(NN),NB05(UU),NB05(NN),NB10(UU),NB10(NN),NEER(UU),NEER(NN),NGRO(UU),NGRO(NN),"OI(a01,g02,UU)","OI(a01,g02,NN)","OI(a02,g02,UU)","OI(a02,g02,NN)","OIN(a01,UU)","OIN(a01,NN)","OIN(a02,UU)","OIN(a02,NN)","OUG(g01,UU)","OUG(g01,NN)","OUG(g02,UU)","OUG(g02,NN)","OUP(a01,UU)","OUP(a01,NN)","OUP(a02,UU)","OUP(a02,NN)",OUTP(UU),OUTP(NN),"OUY(g01,UU)","OUY(g01,NN)","OUY(g02,UU)","OUY(g02,NN)",PBAG(UU),PBAG(NN),PBAL(UU),PBAL(NN),PGDP(UU),PGDP(NN),"PIM(g01,UU,UU)","PIM(g01,UU,NN)","PIM(g01,NN,UU)","PIM(g01,NN,NN)","PIM(g02,UU,UU)","PIM(g02,UU,NN)","PIM(g02,NN,UU)","PIM(g02,NN,NN)","PMQ(g01,UU)","PMQ(g01,NN)","PMQ(g02,UU)","PMQ(g02,NN)","PMR(g01,UU)","PMR(g01,NN)","PMR(g02,UU)","PMR(g02,NN)","POI(a01,UU)","POI(a01,NN)","POI(a02,UU)","POI(a02,NN)",PRCE(UU),PRCE(NN),PRCL(UU),PRCL(NN),PRCO(UU),PRCO(NN),PRCT(UU),PRCT(NN),"PRD(g01,UU)","PRD(g01,NN)","PRD(g02,UU)","PRD(g02,NN)",PRDL(UU),PRDL(NN),PRDX(UU),PRDX(NN),"PRE(a01,UU)","PRE(a01,NN)","PRE(a02,UU)","PRE(a02,NN)","PRF(a01,UU)","PRF(a01,NN)","PRF(a02,UU)","PRF(a02,NN)",PRFT(UU),PRFT(NN),PRFY(UU),PRFY(NN),PRFZ(UU),PRFZ(NN),PRGT(UU),PRGT(NN),PRID(UU),PRID(NN),PRIE(UU),PRIE(NN),PRII(UU),PRII(NN),PRIM(UU),PRIM(NN),PRIX(UU),PRIX(NN),"PRK(a01,UU)","PRK(a01,NN)","PRK(a02,UU)","PRK(a02,NN)",PRKY(UU),PRKY(NN),PRKZ(UU),PRKZ(NN),PROI(UU),PROI(NN),"PRP(a01,UU)","PRP(a01,NN)","PRP(a02,UU)","PRP(a02,NN)","PRS(g01,UU)","PRS(g01,NN)","PRS(g02,UU)","PRS(g02,NN)","PRX(g01,UU)","PRX(g01,NN)","PRX(g02,UU)","PRX(g02,NN)",PRXX(UU),PRXX(NN),"PRY(g01,UU)","PRY(g01,NN)","PRY(g02,UU)","PRY(g02,NN)",RB10(UU),RB10(NN),REER(UU),REER(NN),REXC(UU),REXC(NN),REXN(UU),REXN(NN),"RISE(a01,UU)","RISE(a01,NN)","RISE(a02,UU)","RISE(a02,NN)",RISH(UU),RISH(NN),RISR(UU),RISR(NN),RISW(UU),RISW(NN),RISY(UU),RISY(NN),RISZ(UU),RISZ(NN),ROGY(UU),ROGY(NN),SAVI(UU),SAVI(NN),SAVN(UU),SAVN(NN),SAVT(UU),SAVT(NN),"SHEF(a01,UU)","SHEF(a01,NN)","SHEF(a02,UU)","SHEF(a02,NN)",SHEFC(UU),SHEFC(NN),"SHK(a01,UU)","SHK(a01,NN)","SHK(a02,UU)","SHK(a02,NN)",SHKC(UU),SHKC(NN),"SHKI(UU,a01)","SHKI(UU,a02)","SHKI(NN,a01)","SHKI(NN,a02)",SHKM(UU),SHKM(NN),"SHL(UU,a01)","SHL(UU,a02)","SHL(NN,a01)","SHL(NN,a02)",SHLY(UU),SHLY(NN),SHLZ(UU),SHLZ(NN),"SHY(a01,UU)","SHY(a01,NN)","SHY(a02,UU)","SHY(a02,NN)",SHYY(UU),SHYY(NN),SHYZ(UU),SHYZ(NN),"STM(a01,UU)","STM(a01,NN)","STM(a02,UU)","STM(a02,NN)",STMT(UU),STMT(NN),"TAX(g01,UU)","TAX(g01,NN)","TAX(g02,UU)","TAX(g02,NN)",TAXC(UU),TAXC(NN),TAXE(UU),TAXE(NN),TAXH(UU),TAXH(NN),TAXL(UU),TAXL(NN),TAXM(UU),TAXM(NN),TAXS(UU),TAXS(NN),TAXT(UU),TAXT(NN),TAXX(UU),TAXX(NN),TBAL(UU),TBAL(NN),TBAU(UU),TBAU(NN),TBFD(UU),TBFD(NN),TBFI(UU),TBFI(NN),TBFX(UU),TBFX(NN),TCAW(),TCAX(UU),TCAX(NN),TCOR(UU),TCOR(NN),"TCP(g01,UU)","TCP(g01,NN)","TCP(g02,UU)","TCP(g02,NN)","TEX(g01,UU)","TEX(g01,NN)","TEX(g02,UU)","TEX(g02,NN)","TIF(g01,UU)","TIF(g01,NN)","TIF(g02,UU)","TIF(g02,NN)","TIM(g01,UU,UU)","TIM(g01,UU,NN)","TIM(g01,NN,UU)","TIM(g01,NN,NN)","TIM(g02,UU,UU)","TIM(g02,UU,NN)","TIM(g02,NN,UU)","TIM(g02,NN,NN)",TINC(UU),TINC(NN),"TITC(a01,UU)","TITC(a01,NN)","TITC(a02,UU)","TITC(a02,NN)",TITCH(UU),TITCH(NN),"TIX(g01,UU)","TIX(g01,NN)","TIX(g02,UU)","TIX(g02,NN)","TOB(a01,UU)","TOB(a01,NN)","TOB(a02,UU)","TOB(a02,NN)",TOBY(UU),TOBY(NN),TOBZ(UU),TOBZ(NN),"TPA(a01,UU)","TPA(a01,NN)","TPA(a02,UU)","TPA(a02,NN)",TPAY(UU),TPAY(NN),TPAZ(UU),TPAZ(NN),TRAN(UU),TRAN(NN),TRANX(UU),TRANX(NN),"TXM(g01,UU)","TXM(g01,NN)","TXM(g02,UU)","TXM(g02,NN)","WAG(a01,UU)","WAG(a01,NN)","WAG(a02,UU)","WAG(a02,NN)",WAGE(UU),WAGE(NN),WAGG(UU),WAGG(NN),WELH(UU),WELH(NN),WELT(UU),WELT(NN),YGRO(UU),YGRO(NN),YRATN(UU),YRATN(NN),YRATP(UU),YRATP(NN),YRATR(UU),YRATR(NN)
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.00191449,21.00191449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.08464704,23.08464704,35.67307994,35.67307994,62313786.92495461,62313786.92495461,43450393.712385364,43450393.712385364,316588203.96211016,316588203.96211016,15289302.274004435,15289302.274004435,124835036.54060848,124835036.54060848,2599897.238028502,2599897.238028502,7892763.4727881495,7892763.4727881495,3316300.9405802204,3316300.9405802204,63726121.57966394,63726121.57966394,2599897.238028502,2599897.238028502,63726121.57966394,63726121.57966394,79378717.79371597,79378717.79371597,0.0,0.0,0.0,0.0,3234745.1356320768,3234745.1356320768,4300103.9406927405,4300103.9406927405,3234745.1356320768,3234745.1356320768,544.2223636,544.2223636,329.2216364,329.2216364,5412932.664668339,5412932.664668339,5116190.894901843,5116190.894901843,5412932.664668339,5412932.664668339,5116190.894901843,5116190.894901843,629.3263636,629.3263636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446224.61236730934,446224.61236730934,7367163.280683967,7367163.280683967,7813387.893051276,7813387.893051276,0.0,0.0,0.00331189479088,0.00331189479088,22568239.97352524,22568239.97352524,22568239.97352524,22568239.97352524,80699999.9860697,80699999.9860697,121760837.89999999,121760837.89999999,121052949.70845917,121052949.70845917,0.012297844627899998,0.012297844627899998,22568239.97352524,22568239.97352524,22568239.985701326,22568239.985701326,4.72432051052e-10,4.72432051052e-10,19333490.000335075,19333490.000335075,4.72432051052e-10,4.72432051052e-10,966674.5000167537,966674.5000167537,19333490.000335075,19333490.000335075,0.0,446224.61236730934,446224.61236730934,0.0,0.0,7367163.280683967,7367163.280683967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446224.61236730934,446224.61236730934,7367163.280683967,7367163.280683967,7813387.893051276,7813387.893051276,-303200.3652018705,-303200.3652018705,73056502.74,73056502.74,0.0,0.0,1.709667889,1.709667889,2.5,2.5,5.44,5.44,5.44,5.44,0.0,0.0,0.0,0.0,4.320757437,4.320757437,5.44,5.44,5.44,5.44,4.320757437,4.320757437,0.0,0.0,2566537.4033484343,2566537.4033484343,18700301.595802538,18700301.595802538,21266839.00036858,21266839.00036858,903111.8663610317,903111.8663610317,7373783.371171472,7373783.371171472,-303200.3652018705,-303200.3652018705,2566537.4033484343,2566537.4033484343,18700301.595802538,18700301.595802538,903111.8663610317,903111.8663610317,7373783.371171472,7373783.371171472,847772.1305057694,847772.1305057694,76714845.77377152,76714845.77377152,81845593.36800882,81845593.36800882,81845593.36800882,81845593.36800882,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,807000.0,807000.0,807000.0,807000.0,1217608.379,1217608.379,50.8947085,50.8947085,0.0,0.0,50.8947085,50.8947085,-93.71375935,-93.71375935,73056502.74,73056502.74,0.0,0.0,5.539833333,5.539833333,5.939166667,5.939166667,6.438333333,6.438333333,-194.9218,-194.9218,0.0,0.0,2014222.9576831027,2014222.9576831027,83235859.38224432,83235859.38224432,2014222.9576831027,2014222.9576831027,83235859.38224432,83235859.38224432,12300447.253634028,12300447.253634028,190253419.69935334,190253419.69935334,12300447.253634028,12300447.253634028,190253419.69935334,190253419.69935334,202553866.96516344,202553866.96516344,14244546.505869644,14244546.505869644,202900743.38004142,202900743.38004142,0.0,0.0,0.0,0.0,-41.13202006,-41.13202006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.82671644,-38.82671644,0.0,0.0,-38.82671644,-38.82671644,0.0,0.0,0.0,0.0,-41.13202006,-41.13202006,0.0,0.0,0.0,0.0,0.0,0.0,1458982.093775557,1458982.093775557,6486222.027063315,6486222.027063315,6486222.027063315,6486222.027063315,0.0,0.0,0.0,0.0,-41.13202006,-41.13202006,-41.13202006,-41.13202006,0.0,0.0,-23.69506483,-23.69506483,-13.69162005,-13.69162005,-19.03966167,-19.03966167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.023878107,5.023878107,-73.77403245,-73.77403245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,22615573.634756915,22615573.634756915,23680932.43251193,23680932.43251193,19380828.495472014,19380828.495472014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53716543.31847346,53716543.31847346,391389410.32096815,391389410.32096815,391389410.32096815,391389410.32096815,4.449320468,4.449320468,4.449320468,4.449320468,11888461.844894184,11888461.844894184,0.0,0.0,12628726.307765873,12628726.307765873,0.0,0.0,31124.51756008179,31124.51756008179,0.0,0.0,24548312.673872963,24548312.673872963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.726027397,5.726027397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371295186,0.371295186,0.371295186,0.371295186,0.399987153,0.399987153,0.399987153,0.399987153,18.93665158,18.93665158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,123.6272879,2890306.6174681108,2890306.6174681108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.26230931,-90.26230931,0.0,0.0,1287157261.2726293,1287157261.2726293,1934377739.0887988,1934377739.0887988,1.4,1.4,100.0,100.0,100.0,100.0,100.0,100.0
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.445411,21.445411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.22271633,23.22271633,36.17167498,36.17167498,60367544.30265687,60367544.30265687,45195006.690186925,45195006.690186925,331108115.2950351,331108115.2950351,16448305.401799748,16448305.401799748,130354667.17820136,130354667.17820136,2712881.583873856,2712881.583873856,8235761.153045246,8235761.153045246,3460418.212132687,3460418.212132687,66495482.65241682,66495482.65241682,2712881.583873856,2712881.583873856,66495482.65241682,66495482.65241682,82828297.42311636,82828297.42311636,0.0,0.0,0.0,0.0,1979326.1134306518,1979326.1134306518,2654985.3631354384,2654985.3631354384,1979326.1134306518,1979326.1134306518,556.3459091,556.3459091,331.1397273,331.1397273,5626183.930876126,5626183.930876126,5346953.399883362,5346953.399883362,5626183.930876126,5626183.930876126,5346953.399883362,5346953.399883362,634.6172727,634.6172727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742291.4833899464,742291.4833899464,10076870.989010096,10076870.989010096,10819162.472400041,10819162.472400041,0.0,0.0,0.00339787696632,0.00339787696632,23156183.669407137,23156183.669407137,23156183.669407137,23156183.669407137,85800000.02327245,85800000.02327245,127261309.6,127261309.6,126521442.99050894,126521442.99050894,0.012598869650399998,0.012598869650399998,23156183.669407137,23156183.669407137,23156183.68213327,23156183.68213327,5.077726253039999e-10,5.077726253039999e-10,20783960.79038351,20783960.79038351,5.077726253039999e-10,5.077726253039999e-10,1039198.0388828691,1039198.0388828691,20783960.79038351,20783960.79038351,0.0,742291.4833899464,742291.4833899464,0.0,0.0,10076870.989010096,10076870.989010096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742291.4833899464,742291.4833899464,10076870.989010096,10076870.989010096,10819162.472400041,10819162.472400041,1250254.198912096,1250254.198912096,76356785.75999999,76356785.75999999,1.725333496,1.725333496,1.119242563,1.119242563,2.5,2.5,5.660833333,5.660833333,5.660833333,5.660833333,0.0,0.0,0.0,0.0,4.227357127,4.227357127,5.44,5.44,5.660833333,5.660833333,4.227357127,4.227357127,0.0,0.0,2745829.921258451,2745829.921258451,20116526.953253865,20116526.953253865,22862356.865604024,22862356.865604024,999319.447632744,999319.447632744,7919718.8323813025,7919718.8323813025,1250254.198912096,1250254.198912096,2745829.921258451,2745829.921258451,20116526.953253865,20116526.953253865,999319.447632744,999319.447632744,7919718.8323813025,7919718.8323813025,881171.4896707418,881171.4896707418,80175019.6216904,80175019.6216904,85555807.38273852,85555807.38273852,85555807.38273852,85555807.38273852,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,858000.0,858000.0,858000.0,858000.0,1272613.096,1272613.096,50.8947085,50.8947085,0.0,0.0,50.8548368,50.8548368,-87.58571623,-87.58571623,76356785.75999999,76356785.75999999,0.0,0.0,5.73,5.73,6.006666667,6.006666667,6.3525,6.3525,-244.5875859,-244.5875859,0.0,0.0,2093576.5397999694,2093576.5397999694,86990159.35870469,86990159.35870469,2093576.5397999694,2093576.5397999694,86990159.35870469,86990159.35870469,12785043.325389793,12785043.325389793,198834677.93842548,198834677.93842548,12785043.325389793,12785043.325389793,198834677.93842548,198834677.93842548,211619721.34017205,211619721.34017205,14897710.222252907,14897710.222252907,212578617.36416337,212578617.36416337,0.0,0.0,0.0,0.0,-39.42235217,-39.42235217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.82671644,-38.82671644,0.0,0.0,-37.10138294,-37.10138294,0.0,0.0,0.0,0.0,-41.13202006,-41.13202006,0.0,0.0,0.0,0.0,0.0,0.0,1438281.448874958,1438281.448874958,6206018.641798923,6206018.641798923,6206018.641798923,6206018.641798923,0.0,0.0,0.0,0.0,-39.42235217,-39.42235217,-39.42235217,-39.42235217,0.0,0.0,-23.47444518,-23.47444518,-17.22876772,-17.22876772,-20.81818942,-20.81818942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.931704447,4.931704447,-124.8272762,-124.8272762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,22750325.79502689,22750325.79502689,23425985.05236736,23425985.05236736,20770999.68414147,20770999.68414147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56178326.365039825,56178326.365039825,411574223.08259827,411574223.08259827,411574223.08259827,411574223.08259827,4.425502988,4.425502988,4.425502988,4.425502988,12327092.98738589,12327092.98738589,0.0,0.0,13823722.671354381,13823722.671354381,0.0,0.0,43062.282341935854,43062.282341935854,0.0,0.0,26193877.93980959,26193877.93980959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.736434109,5.736434109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371295186,0.371295186,0.371295186,0.371295186,0.399987153,0.399987153,0.399987153,0.399987153,19.78768577,19.78768577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,124.3020645,2275373.5507295,2275373.5507295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-83.90748812,-83.90748812,0.0,0.0,1334202540.4794445,1334202540.4794445,2008752216.642412,2008752216.642412,1.3601283,1.3601283,100.0,100.0,100.0,100.0,100.0,100.0
