474,"TINC(UU)","tax rate on labor income","pct","UU",
475,"TINC(NN)","tax rate on labor income","pct","NN",
476,"TITC(a01,UU)","rate of ITC","pct","UU",
477,"TITC(a01,NN)","rate of ITC","pct","NN",
478,"TITC(a02,UU)","rate of ITC","pct","UU",
479,"TITC(a02,NN)","rate of ITC","pct","NN",
480,"TITCH(UU)","rate of ITC for households","pct","UU",
481,"TITCH(NN)","rate of ITC for households","pct","NN",
482,"TIX(g01,UU)","multilateral iceberg costs","pct","UU",
483,"TIX(g01,NN)","multilateral iceberg costs","pct","NN",
484,"TIX(g02,UU)","multilateral iceberg costs","pct","UU",
485,"TIX(g02,NN)","multilateral iceberg costs","pct","NN",
486,"TOB(a01,UU)","marginal q, TOB.NC","del","UU",
487,"TOB(a01,NN)","marginal q, TOB.NC","del","NN",
488,"TOB(a02,UU)","marginal q, TOB.NC","del","UU",
489,"TOB(a02,NN)","marginal q, TOB.NC","del","NN",
490,"TOBY(UU)","marginal q, RR","del","UU",
491,"TOBY(NN)","marginal q, RR","del","NN",
492,"TOBZ(UU)","marginal q, HH","del","UU",
493,"TOBZ(NN)","marginal q, HH","del","NN",
494,"TPA(a01,UU)","partial adjustment q","del","UU",
495,"TPA(a01,NN)","partial adjustment q","del","NN",
496,"TPA(a02,UU)","partial adjustment q","del","UU",
497,"TPA(a02,NN)","partial adjustment q","del","NN",
498,"TPAY(UU)","partial adjustment q RR","del","UU",
499,"TPAY(NN)","partial adjustment q RR","del","NN",
500,"TPAZ(UU)","partial adjustment q HH","del","UU",
501,"TPAZ(NN)","partial adjustment q HH","del","NN",
502,"TRAN(UU)","total transfers","gdp","UU",
503,"TRAN(NN)","total transfers","gdp","NN",
504,"TRANX(UU)","exogenous transfers","gdp","UU",
505,"TRANX(NN)","exogenous transfers","gdp","NN",
506,"TXM(g01,UU)","tariff revenue by good","gdp","UU",
507,"TXM(g01,NN)","tariff revenue by good","gdp","NN",
508,"TXM(g02,UU)","tariff revenue by good","gdp","UU",
509,"TXM(g02,NN)","tariff revenue by good","gdp","NN",
510,"WAG(a01,UU)","sector wage","pct","UU",
511,"WAG(a01,NN)","sector wage","pct","NN",
512,"WAG(a02,UU)","sector wage","pct","UU",
513,"WAG(a02,NN)","sector wage","pct","NN",
514,"WAGE(UU)","wage rate","pct","UU",
515,"WAGE(NN)","wage rate","pct","NN",
516,"WAGG(UU)","government wage","pct","UU",
517,"WAGG(NN)","government wage","pct","NN",
518,"WELH(UU)","human wealth","gdp","UU",
519,"WELH(NN)","human wealth","gdp","NN",
520,"WELT(UU)","total wealth","gdp","UU",
521,"WELT(NN)","total wealth","gdp","NN",
522,"YGRO(UU)","real output growth","pct","UU",
523,"YGRO(NN)","real output growth","pct","NN",
524,"YRATN(UU)","GDP ratio, nominal","pct","UU",
525,"YRATN(NN)","GDP ratio, nominal","pct","NN",
526,"YRATP(UU)","GDP ratio, PPP","pct","UU",
527,"YRATP(NN)","GDP ratio, PPP","pct","NN",
528,"YRATR(UU)","GDP ratio, real","pct","UU",
529,"YRATR(NN)","GDP ratio, real","pct","NN",
